country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",31-08-2026 16:00:00,25.697189,85.2459,OZONE,20,36,30
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",31-08-2026 16:00:00,26.0881305,87.93840336,NH3,NA,NA,NA
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",31-08-2026 16:00:00,26.0881305,87.93840336,OZONE,32,34,33
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",31-08-2026 16:00:00,27.308328,84.531742,CO,17,90,41
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",31-08-2026 16:00:00,26.63086,84.90051,CO,12,14,13
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",31-08-2026 16:00:00,26.63086,84.90051,OZONE,52,57,55
India,Bihar,Munger,"Town Hall, Munger - BSPCB",31-08-2026 16:00:00,25.376776,86.471523,PM10,1,133,42
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",31-08-2026 16:00:00,26.11442,85.39813,PM2.5,15,37,23
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",31-08-2026 16:00:00,26.11442,85.39813,PM10,30,47,39
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",31-08-2026 16:00:00,26.11442,85.39813,NH3,15,20,17
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",31-08-2026 16:00:00,26.11442,85.39813,SO2,4,7,5
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",31-08-2026 16:00:00,26.1403345,85.3650192,PM2.5,13,45,25
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",31-08-2026 16:00:00,25.599486,85.113666,CO,7,18,11
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",31-08-2026 16:00:00,25.599486,85.113666,OZONE,27,27,27
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",31-08-2026 16:00:00,25.592539,85.227158,PM10,28,58,39
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",31-08-2026 16:00:00,25.592539,85.227158,NH3,6,6,6
India,Bihar,Patna,"Muradpur, Patna - BSPCB",31-08-2026 16:00:00,25.619651,85.147382,PM10,63,73,67
India,Bihar,Patna,"Muradpur, Patna - BSPCB",31-08-2026 16:00:00,25.619651,85.147382,NO2,4,4,4
India,Bihar,Patna,"Muradpur, Patna - BSPCB",31-08-2026 16:00:00,25.619651,85.147382,OZONE,14,91,59
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",31-08-2026 16:00:00,25.366336,87.117468,SO2,16,17,16
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",31-08-2026 16:00:00,25.892357,86.590325,PM10,38,469,129
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",31-08-2026 16:00:00,25.892357,86.590325,NH3,4,4,4
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",31-08-2026 16:00:00,25.859655,85.77944,PM2.5,20,334,74
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",31-08-2026 16:00:00,25.859655,85.77944,NO2,8,9,8
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",31-08-2026 16:00:00,25.859655,85.77944,OZONE,6,7,6
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",31-08-2026 16:00:00,24.952822,84.002396,SO2,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",31-08-2026 16:00:00,26.2271665,84.3570427,PM2.5,74,86,77
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",31-08-2026 16:00:00,26.2271665,84.3570427,NO2,2,2,2
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",31-08-2026 16:00:00,30.735567,76.775714,CO,35,38,37
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",31-08-2026 16:00:00,30.751462,76.762879,NO2,3,32,13
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",31-08-2026 16:00:00,30.751462,76.762879,NH3,12,14,13
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",31-08-2026 16:00:00,30.719859,76.738637,SO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",31-08-2026 16:00:00,21.371751,81.664929,SO2,0,21,9
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",31-08-2026 16:00:00,21.371751,81.664929,CO,17,17,17
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",31-08-2026 16:00:00,21.258815,81.578979,PM2.5,18,28,22
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",31-08-2026 16:00:00,21.258815,81.578979,NH3,2,2,2
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",31-08-2026 16:00:00,22.06631475,83.33820077,PM2.5,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",31-08-2026 16:00:00,22.06631475,83.33820077,PM10,7,26,17
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",31-08-2026 16:00:00,22.06631475,83.33820077,NO2,10,82,37
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",31-08-2026 16:00:00,22.06631475,83.33820077,SO2,5,6,5
India,Delhi,Delhi,"ITO, Delhi - CPCB",31-08-2026 16:00:00,28.628624,77.24106,NH3,2,7,5
India,Delhi,Delhi,"ITO, Delhi - CPCB",31-08-2026 16:00:00,28.628624,77.24106,SO2,2,31,16
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",31-08-2026 16:00:00,28.594169,77.1251,PM2.5,11,51,24
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",31-08-2026 16:00:00,28.594169,77.1251,NO2,3,14,7
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",31-08-2026 16:00:00,28.611281,77.237738,NO2,12,77,32
