country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",23-07-2026 05:00:00,24.75746,84.366208,OZONE,6,6,6
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",23-07-2026 05:00:00,25.42742023,86.13886079,NH3,15,17,16
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",23-07-2026 05:00:00,26.80365,84.51954,NO2,22,30,26
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",23-07-2026 05:00:00,25.56752,83.966379,OZONE,1,6,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",23-07-2026 05:00:00,25.7808257,84.7446768,PM2.5,60,62,61
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",23-07-2026 05:00:00,25.7808257,84.7446768,NH3,3,4,4
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",23-07-2026 05:00:00,24.792403,84.992416,PM10,8,75,45
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",23-07-2026 05:00:00,24.762518,84.982348,PM10,27,38,32
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",23-07-2026 05:00:00,24.7955,84.9994,PM2.5,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",23-07-2026 05:00:00,24.7955,84.9994,NO2,NA,NA,NA
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",23-07-2026 05:00:00,25.697189,85.2459,CO,20,29,26
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",23-07-2026 05:00:00,25.697189,85.2459,OZONE,14,26,20
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",23-07-2026 05:00:00,25.560083,87.553265,PM2.5,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",23-07-2026 05:00:00,25.560083,87.553265,NH3,1,1,1
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",23-07-2026 05:00:00,26.0881305,87.93840336,PM2.5,55,83,63
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",23-07-2026 05:00:00,27.308328,84.531742,PM2.5,NA,NA,NA
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",23-07-2026 05:00:00,16.9872867,81.7363176,OZONE,8,18,14
India,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",23-07-2026 05:00:00,13.67,79.35,SO2,5,9,6
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",23-07-2026 05:00:00,13.615387,79.40923,NO2,25,33,28
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",23-07-2026 05:00:00,16.554731,80.64911,PM10,47,73,55
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",23-07-2026 05:00:00,16.554731,80.64911,NO2,13,28,17
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",23-07-2026 05:00:00,16.554731,80.64911,SO2,8,18,12
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",23-07-2026 05:00:00,13.20488,79.097889,SO2,14,23,18
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",23-07-2026 05:00:00,16.711754,81.092095,NH3,2,6,4
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",23-07-2026 05:00:00,16.711754,81.092095,SO2,8,17,11
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",23-07-2026 05:00:00,16.316553,80.413302,PM2.5,39,65,45
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",23-07-2026 05:00:00,16.316553,80.413302,OZONE,36,36,36
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",23-07-2026 05:00:00,14.465052,78.824187,NO2,16,27,20
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",23-07-2026 05:00:00,27.103358,93.679645,SO2,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",23-07-2026 05:00:00,26.071318,91.87488,PM10,22,100,61
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",23-07-2026 05:00:00,26.071318,91.87488,NO2,6,9,8
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",23-07-2026 05:00:00,26.1875,91.744194,NH3,1,2,1
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",23-07-2026 05:00:00,26.10887,91.589544,NH3,3,4,4
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",23-07-2026 05:00:00,26.10887,91.589544,CO,20,42,31
India,Andhra Pradesh,Kurnool,"Sita Rama Nagar, Kurnool - APPCB",23-07-2026 05:00:00,15.83411,78.028546,NO2,24,35,28
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",23-07-2026 05:00:00,16.186555,81.13219,PM2.5,47,66,54
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",23-07-2026 05:00:00,16.186555,81.13219,PM10,44,63,54
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",23-07-2026 05:00:00,16.186555,81.13219,NH3,3,5,4
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",23-07-2026 05:00:00,16.9872867,81.7363176,NH3,1,2,2
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",23-07-2026 05:00:00,16.9872867,81.7363176,SO2,4,6,5
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",23-07-2026 05:00:00,26.987634,94.636574,NO2,11,16,14
