country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",23-01-2026 21:00:00,13.67,79.35,OZONE,29,68,54
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",23-01-2026 21:00:00,13.615387,79.409230,NO2,39,45,42
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",23-01-2026 21:00:00,13.615387,79.409230,CO,28,47,35
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",23-01-2026 21:00:00,16.536107,80.594233,PM10,40,96,73
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",23-01-2026 21:00:00,16.536107,80.594233,NH3,3,5,4
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",23-01-2026 21:00:00,16.536107,80.594233,OZONE,6,48,41
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",23-01-2026 21:00:00,16.486692,80.699436,PM10,67,93,76
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",23-01-2026 21:00:00,16.486692,80.699436,CO,32,66,50
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",23-01-2026 21:00:00,16.486692,80.699436,OZONE,31,35,34
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",23-01-2026 21:00:00,16.509717,80.612222,PM10,60,103,83
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",23-01-2026 21:00:00,16.554731,80.649110,SO2,13,18,16
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",23-01-2026 21:00:00,16.554731,80.649110,OZONE,24,27,25
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",23-01-2026 21:00:00,17.72,83.3,PM10,108,451,172
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",23-01-2026 21:00:00,16.5150833,80.5181667,PM10,111,275,160
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",23-01-2026 21:00:00,16.5150833,80.5181667,NO2,19,94,40
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",23-01-2026 21:00:00,16.5150833,80.5181667,NH3,5,7,6
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",23-01-2026 21:00:00,16.5150833,80.5181667,CO,2,36,3
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",23-01-2026 21:00:00,16.5150833,80.5181667,OZONE,1,61,56
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",23-01-2026 21:00:00,14.675886,77.593027,NO2,13,24,15
