country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",30-06-2026 13:00:00,22.08815,82.13737,SO2,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",30-06-2026 13:00:00,22.118125,83.140608,PM2.5,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",30-06-2026 13:00:00,22.118125,83.140608,OZONE,44,91,60
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",30-06-2026 13:00:00,22.348441,82.549611,PM10,11,80,33
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",30-06-2026 13:00:00,22.348441,82.549611,OZONE,2,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",30-06-2026 13:00:00,22.12665,83.483212,OZONE,6,15,9
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",30-06-2026 13:00:00,22.1910172,83.5197009,PM2.5,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",30-06-2026 13:00:00,22.1910172,83.5197009,NH3,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",30-06-2026 13:00:00,22.1910172,83.5197009,CO,18,23,21
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",30-06-2026 13:00:00,22.1910172,83.5197009,OZONE,63,83,70
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",30-06-2026 13:00:00,21.258815,81.578979,NO2,4,10,7
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",30-06-2026 13:00:00,21.258815,81.578979,SO2,3,8,5
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",30-06-2026 13:00:00,21.371751,81.664929,PM2.5,26,56,41
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",30-06-2026 13:00:00,21.371751,81.664929,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",30-06-2026 13:00:00,21.237755,81.705301,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",30-06-2026 13:00:00,21.219665,81.630094,PM10,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",30-06-2026 13:00:00,21.219665,81.630094,NH3,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",30-06-2026 13:00:00,24.7955,84.9994,PM10,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",30-06-2026 13:00:00,24.7955,84.9994,SO2,7,7,7
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",30-06-2026 13:00:00,24.762518,84.982348,NH3,4,6,5
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",30-06-2026 13:00:00,24.762518,84.982348,SO2,7,8,7
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",30-06-2026 13:00:00,25.697189,85.2459,PM2.5,39,75,57
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",30-06-2026 13:00:00,25.697189,85.2459,NO2,9,18,12
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",30-06-2026 13:00:00,25.697189,85.2459,OZONE,14,39,26
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",30-06-2026 13:00:00,25.560083,87.553265,PM2.5,7,23,13
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",30-06-2026 13:00:00,25.560083,87.553265,OZONE,19,38,27
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",30-06-2026 13:00:00,26.0881305,87.93840336,PM2.5,42,197,68
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",30-06-2026 13:00:00,26.0881305,87.93840336,NO2,7,8,7
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",30-06-2026 13:00:00,26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",30-06-2026 13:00:00,27.308328,84.531742,NO2,4,10,6
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",30-06-2026 13:00:00,27.308328,84.531742,NH3,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",30-06-2026 13:00:00,26.63086,84.90051,PM2.5,13,77,36
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",30-06-2026 13:00:00,26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",30-06-2026 13:00:00,26.63086,84.90051,SO2,3,3,3
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",30-06-2026 13:00:00,14.675886,77.593027,PM10,47,224,79
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",30-06-2026 13:00:00,14.675886,77.593027,SO2,12,18,14
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",30-06-2026 13:00:00,14.675886,77.593027,OZONE,26,42,33
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",30-06-2026 13:00:00,13.20488,79.097889,PM2.5,46,70,54
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",30-06-2026 13:00:00,13.20488,79.097889,CO,12,15,14
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",30-06-2026 13:00:00,16.711754,81.092095,OZONE,5,15,10
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",30-06-2026 13:00:00,16.316553,80.413302,PM2.5,60,79,68
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",30-06-2026 13:00:00,16.186555,81.13219,PM10,67,406,96
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",30-06-2026 13:00:00,16.186555,81.13219,NH3,4,5,4
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",30-06-2026 13:00:00,16.186555,81.13219,SO2,17,25,20
