country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",10-08-2026 05:00:00,27.103358,93.679645,SO2,11,12,11
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",10-08-2026 05:00:00,27.103358,93.679645,CO,9,15,12
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",10-08-2026 05:00:00,26.071318,91.87488,NO2,4,10,8
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",10-08-2026 05:00:00,26.071318,91.87488,OZONE,18,21,19
India,Assam,Guwahati,"IITG, Guwahati - PCBA",10-08-2026 05:00:00,26.2028636,91.70046436,PM10,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA",10-08-2026 05:00:00,26.2028636,91.70046436,OZONE,1,3,2
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",10-08-2026 05:00:00,26.10887,91.589544,NH3,3,4,4
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",10-08-2026 05:00:00,26.10887,91.589544,SO2,7,16,12
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",10-08-2026 05:00:00,26.10887,91.589544,CO,16,37,23
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",10-08-2026 05:00:00,26.1875,91.744194,CO,13,22,19
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",10-08-2026 05:00:00,26.446912,91.439057,SO2,8,8,8
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",10-08-2026 05:00:00,26.446912,91.439057,OZONE,19,19,19
India,Assam,Silchar,"Tarapur, Silchar - PCBA",10-08-2026 05:00:00,24.82827,92.79525,PM2.5,39,40,40
India,Assam,Silchar,"Tarapur, Silchar - PCBA",10-08-2026 05:00:00,24.82827,92.79525,NO2,17,19,18
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",10-08-2026 05:00:00,16.186555,81.13219,OZONE,20,20,20
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",10-08-2026 05:00:00,14.438164,79.966814,NO2,28,33,30
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",10-08-2026 05:00:00,16.9872867,81.7363176,PM2.5,19,41,31
India,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",10-08-2026 05:00:00,13.67,79.35,PM10,16,154,96
India,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",10-08-2026 05:00:00,13.67,79.35,NO2,21,55,45
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",10-08-2026 05:00:00,16.536107,80.594233,SO2,7,10,9
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",10-08-2026 05:00:00,16.536107,80.594233,OZONE,27,27,27
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",10-08-2026 05:00:00,16.554731,80.64911,PM2.5,53,54,53
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",10-08-2026 05:00:00,16.554731,80.64911,SO2,18,21,19
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",10-08-2026 05:00:00,16.554731,80.64911,OZONE,23,23,23
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",10-08-2026 05:00:00,27.103358,93.679645,NO2,8,8,8
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",10-08-2026 05:00:00,21.185571,81.343175,PM10,4,24,14
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",10-08-2026 05:00:00,21.185571,81.343175,NH3,1,2,1
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",10-08-2026 05:00:00,21.185571,81.343175,CO,19,27,22
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",10-08-2026 05:00:00,21.224231,81.40835,NH3,6,8,7
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",10-08-2026 05:00:00,21.224231,81.40835,CO,5,15,9
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",10-08-2026 05:00:00,22.118125,83.140608,PM10,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",10-08-2026 05:00:00,22.118125,83.140608,NH3,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",10-08-2026 05:00:00,22.118125,83.140608,OZONE,33,40,36
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",10-08-2026 05:00:00,22.348441,82.549611,PM10,4,24,12
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",10-08-2026 05:00:00,22.368195,82.746431,PM2.5,NA,NA,NA
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",10-08-2026 05:00:00,22.368195,82.746431,CO,10,24,15
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",10-08-2026 05:00:00,22.368195,82.746431,OZONE,9,9,9
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",10-08-2026 05:00:00,22.12665,83.483212,PM10,8,63,24
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",10-08-2026 05:00:00,22.12665,83.483212,OZONE,5,11,7
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",10-08-2026 05:00:00,26.1403345,85.3650192,PM2.5,20,35,26
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",10-08-2026 05:00:00,26.11442,85.39813,PM2.5,21,56,40
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",10-08-2026 05:00:00,26.11442,85.39813,SO2,5,22,13
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",10-08-2026 05:00:00,26.11442,85.39813,CO,15,24,17
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",10-08-2026 05:00:00,26.11442,85.39813,OZONE,13,21,16
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",10-08-2026 05:00:00,25.586562,85.043586,NH3,8,9,9
India,Bihar,Patna,"Muradpur, Patna - BSPCB",10-08-2026 05:00:00,25.619651,85.147382,PM2.5,18,62,37
India,Bihar,Patna,"Muradpur, Patna - BSPCB",10-08-2026 05:00:00,25.619651,85.147382,OZONE,4,21,10
India,Bihar,Patna,"Samanpura, Patna - BSPCB",10-08-2026 05:00:00,25.596727,85.085624,PM10,66,102,84
India,Bihar,Patna,"Samanpura, Patna - BSPCB",10-08-2026 05:00:00,25.596727,85.085624,NO2,24,25,24
India,Bihar,Patna,"Samanpura, Patna - BSPCB",10-08-2026 05:00:00,25.596727,85.085624,OZONE,22,24,23
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",10-08-2026 05:00:00,25.366336,87.117468,NH3,4,4,4
