country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",13-09-2026 15:00:00,25.592539,85.227158,NH3,6,7,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",13-09-2026 15:00:00,25.366336,87.117468,OZONE,20,21,20
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",13-09-2026 15:00:00,25.0328,85.41948,NO2,13,15,14
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",13-09-2026 15:00:00,25.892357,86.590325,PM2.5,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",13-09-2026 15:00:00,25.892357,86.590325,PM10,12,363,94
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",13-09-2026 15:00:00,25.892357,86.590325,NO2,6,8,7
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",13-09-2026 15:00:00,25.892357,86.590325,SO2,14,18,16
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",13-09-2026 15:00:00,25.892357,86.590325,CO,36,41,38
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",13-09-2026 15:00:00,25.859655,85.77944,NH3,1,1,1
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",13-09-2026 15:00:00,25.859655,85.77944,SO2,6,36,13
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",13-09-2026 15:00:00,24.952822,84.002396,PM2.5,2,27,15
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",13-09-2026 15:00:00,24.952822,84.002396,NO2,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",13-09-2026 15:00:00,24.952822,84.002396,OZONE,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",13-09-2026 15:00:00,30.735567,76.775714,PM10,8,48,26
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",13-09-2026 15:00:00,30.751462,76.762879,PM10,11,46,32
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",13-09-2026 15:00:00,30.719859,76.738637,PM10,5,40,24
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",13-09-2026 15:00:00,21.185571,81.343175,PM10,4,16,8
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",13-09-2026 15:00:00,14.465052,78.824187,PM10,NA,NA,NA
India,Andhra Pradesh,Kakinada,"Rama Rao Peta, Kakinada - APPCB",13-09-2026 15:00:00,16.962488,82.229513,NO2,18,57,34
India,Andhra Pradesh,Kakinada,"Rama Rao Peta, Kakinada - APPCB",13-09-2026 15:00:00,16.962488,82.229513,CO,7,36,28
India,Andhra Pradesh,Kakinada,"Rama Rao Peta, Kakinada - APPCB",13-09-2026 15:00:00,16.962488,82.229513,OZONE,11,36,22
India,Andhra Pradesh,Kurnool,"Sita Rama Nagar, Kurnool - APPCB",13-09-2026 15:00:00,15.83411,78.028546,NH3,5,5,5
India,Andhra Pradesh,Kurnool,"Sita Rama Nagar, Kurnool - APPCB",13-09-2026 15:00:00,15.83411,78.028546,SO2,10,11,10
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",13-09-2026 15:00:00,14.438164,79.966814,PM2.5,40,65,56
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",13-09-2026 15:00:00,14.438164,79.966814,PM10,56,79,65
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",13-09-2026 15:00:00,14.438164,79.966814,NH3,5,7,7
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",13-09-2026 15:00:00,14.438164,79.966814,OZONE,18,43,29
