country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Arunachal Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",18-07-2026 05:00:00,27.103358,93.679645,NH3,0,1,1
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",18-07-2026 05:00:00,26.071318,91.87488,PM2.5,48,154,80
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",18-07-2026 05:00:00,26.071318,91.87488,CO,56,68,62
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",18-07-2026 05:00:00,26.181742,91.78063,PM10,17,47,29
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",18-07-2026 05:00:00,26.181742,91.78063,SO2,44,54,48
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",18-07-2026 05:00:00,26.1875,91.744194,NO2,0,1,0
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",18-07-2026 05:00:00,26.1875,91.744194,NH3,1,1,1
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",18-07-2026 05:00:00,26.10887,91.589544,NO2,14,26,16
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",18-07-2026 05:00:00,26.349082,92.68449,PM2.5,46,79,61
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",18-07-2026 05:00:00,26.349082,92.68449,SO2,6,14,11
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",18-07-2026 05:00:00,26.349082,92.68449,OZONE,8,12,10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",18-07-2026 05:00:00,26.446912,91.439057,PM2.5,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",18-07-2026 05:00:00,26.446912,91.439057,NO2,NA,NA,NA
India,Assam,Silchar,"Tarapur, Silchar - PCBA",18-07-2026 05:00:00,24.82827,92.79525,NO2,19,23,21
India,Assam,Silchar,"Tarapur, Silchar - PCBA",18-07-2026 05:00:00,24.82827,92.79525,NH3,1,1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA",18-07-2026 05:00:00,24.82827,92.79525,CO,26,50,39
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",18-07-2026 05:00:00,26.146529,87.454184,PM10,17,38,28
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",18-07-2026 05:00:00,26.146529,87.454184,NO2,10,33,15
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",18-07-2026 05:00:00,25.5626095,84.663264,PM10,1,11,4
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",18-07-2026 05:00:00,25.5626095,84.663264,OZONE,5,10,8
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",18-07-2026 05:00:00,24.75746,84.366208,NO2,7,8,8
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",18-07-2026 05:00:00,25.42742023,86.13886079,SO2,13,18,15
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",18-07-2026 05:00:00,26.80365,84.51954,OZONE,21,31,24
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",18-07-2026 05:00:00,25.265194,87.012947,PM2.5,23,419,153
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",18-07-2026 05:00:00,25.7808257,84.7446768,OZONE,4,4,4
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",18-07-2026 05:00:00,24.7955,84.9994,CO,11,12,12
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",18-07-2026 05:00:00,24.762518,84.982348,PM2.5,15,33,25
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",18-07-2026 05:00:00,24.762518,84.982348,PM10,19,40,32
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",18-07-2026 05:00:00,24.762518,84.982348,NO2,16,31,23
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",18-07-2026 05:00:00,24.792403,84.992416,SO2,38,45,40
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",18-07-2026 05:00:00,25.697189,85.2459,NO2,2,64,20
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",18-07-2026 05:00:00,25.697189,85.2459,NH3,1,19,12
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",18-07-2026 05:00:00,25.560083,87.553265,PM10,2,28,7
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",18-07-2026 05:00:00,26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",18-07-2026 05:00:00,26.1403345,85.3650192,NH3,1,2,2
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",18-07-2026 05:00:00,25.592539,85.227158,NO2,5,12,8
India,Bihar,Patna,"Muradpur, Patna - BSPCB",18-07-2026 05:00:00,25.619651,85.147382,PM10,49,72,60
India,Bihar,Patna,"Muradpur, Patna - BSPCB",18-07-2026 05:00:00,25.619651,85.147382,NO2,3,5,4
India,Bihar,Patna,"Samanpura, Patna - BSPCB",18-07-2026 05:00:00,25.596727,85.085624,NH3,4,5,5
India,Bihar,Patna,"Samanpura, Patna - BSPCB",18-07-2026 05:00:00,25.596727,85.085624,CO,19,24,22
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",18-07-2026 05:00:00,25.610369,85.132568,PM2.5,23,103,56
